,YEAR,MONTH,DAY,TYPE,PERIOD,SEASON,NEIGHBOURHOOD,Counts
23316,2016,10,1,Break and Enter Residential/Other,PM,Autumn,Renfrew-Collingwood,13
23317,2016,10,1,Break and Enter Residential/Other,PM,Autumn,Riley Park,8
23318,2016,10,1,Break and Enter Residential/Other,PM,Autumn,Shaughnessy,7
23319,2016,10,1,Break and Enter Residential/Other,PM,Autumn,South Cambie,9
23320,2016,10,1,Break and Enter Residential/Other,PM,Autumn,Strathcona,3
23321,2016,10,1,Break and Enter Residential/Other,PM,Autumn,Sunset,3
23322,2016,10,1,Break and Enter Residential/Other,PM,Autumn,Victoria-Fraserview,8
23323,2016,10,1,Break and Enter Residential/Other,PM,Autumn,West End,2
23324,2016,10,1,Break and Enter Residential/Other,PM,Autumn,West Point Grey,3
23325,2016,10,1,Mischief,AM,Autumn,Arbutus Ridge,1
23326,2016,10,1,Mischief,AM,Autumn,Central Business District,48
23327,2016,10,1,Mischief,AM,Autumn,Fairview,4
23328,2016,10,1,Mischief,AM,Autumn,Grandview-Woodland,8
23329,2016,10,1,Mischief,AM,Autumn,Hastings-Sunrise,6
23330,2016,10,1,Mischief,AM,Autumn,Kensington-Cedar Cottage,7
23331,2016,10,1,Mischief,AM,Autumn,Kerrisdale,1
23332,2016,10,1,Mischief,AM,Autumn,Killarney,1
23333,2016,10,1,Mischief,AM,Autumn,Kitsilano,3
23334,2016,10,1,Mischief,AM,Autumn,Marpole,5
23335,2016,10,1,Mischief,AM,Autumn,Mount Pleasant,11
23336,2016,10,1,Mischief,AM,Autumn,Oakridge,1
23337,2016,10,1,Mischief,AM,Autumn,Renfrew-Collingwood,6
23338,2016,10,1,Mischief,AM,Autumn,Riley Park,4
23339,2016,10,1,Mischief,AM,Autumn,Shaughnessy,1
23340,2016,10,1,Mischief,AM,Autumn,South Cambie,2
23341,2016,10,1,Mischief,AM,Autumn,Strathcona,16
23342,2016,10,1,Mischief,AM,Autumn,Sunset,6
23343,2016,10,1,Mischief,AM,Autumn,Victoria-Fraserview,2
23344,2016,10,1,Mischief,AM,Autumn,West End,14
23345,2016,10,1,Mischief,AM,Autumn,West Point Grey,1
23346,2016,10,1,Mischief,PM,Autumn,Arbutus Ridge,1
23347,2016,10,1,Mischief,PM,Autumn,Central Business District,61
23348,2016,10,1,Mischief,PM,Autumn,Dunbar-Southlands,3
23349,2016,10,1,Mischief,PM,Autumn,Fairview,5
23350,2016,10,1,Mischief,PM,Autumn,Grandview-Woodland,6
23351,2016,10,1,Mischief,PM,Autumn,Hastings-Sunrise,11
23352,2016,10,1,Mischief,PM,Autumn,Kensington-Cedar Cottage,15
23353,2016,10,1,Mischief,PM,Autumn,Kerrisdale,4
23354,2016,10,1,Mischief,PM,Autumn,Killarney,5
23355,2016,10,1,Mischief,PM,Autumn,Kitsilano,6
23356,2016,10,1,Mischief,PM,Autumn,Marpole,8
23357,2016,10,1,Mischief,PM,Autumn,Mount Pleasant,21
23358,2016,10,1,Mischief,PM,Autumn,Oakridge,4
23359,2016,10,1,Mischief,PM,Autumn,Renfrew-Collingwood,10
23360,2016,10,1,Mischief,PM,Autumn,Riley Park,9
23361,2016,10,1,Mischief,PM,Autumn,Shaughnessy,2
23362,2016,10,1,Mischief,PM,Autumn,South Cambie,3
23363,2016,10,1,Mischief,PM,Autumn,Stanley Park,1
23364,2016,10,1,Mischief,PM,Autumn,Strathcona,12
23365,2016,10,1,Mischief,PM,Autumn,Sunset,6
23366,2016,10,1,Mischief,PM,Autumn,Victoria-Fraserview,7
23367,2016,10,1,Mischief,PM,Autumn,West End,13
23368,2016,10,1,Offence Against a Person,AM,Autumn,Arbutus Ridge,4
23369,2016,10,1,Offence Against a Person,AM,Autumn,Central Business District,106
23370,2016,10,1,Offence Against a Person,AM,Autumn,Dunbar-Southlands,1
23371,2016,10,1,Offence Against a Person,AM,Autumn,Fairview,8
23372,2016,10,1,Offence Against a Person,AM,Autumn,Grandview-Woodland,24
23373,2016,10,1,Offence Against a Person,AM,Autumn,Hastings-Sunrise,6
23374,2016,10,1,Offence Against a Person,AM,Autumn,Kensington-Cedar Cottage,6
23375,2016,10,1,Offence Against a Person,AM,Autumn,Killarney,4
23376,2016,10,1,Offence Against a Person,AM,Autumn,Kitsilano,9
23377,2016,10,1,Offence Against a Person,AM,Autumn,Marpole,7
23378,2016,10,1,Offence Against a Person,AM,Autumn,Mount Pleasant,19
23379,2016,10,1,Offence Against a Person,AM,Autumn,Oakridge,3
23380,2016,10,1,Offence Against a Person,AM,Autumn,Renfrew-Collingwood,7
23381,2016,10,1,Offence Against a Person,AM,Autumn,Riley Park,4
23382,2016,10,1,Offence Against a Person,AM,Autumn,Shaughnessy,1
23383,2016,10,1,Offence Against a Person,AM,Autumn,South Cambie,1
23384,2016,10,1,Offence Against a Person,AM,Autumn,Stanley Park,2
23385,2016,10,1,Offence Against a Person,AM,Autumn,Strathcona,42
23386,2016,10,1,Offence Against a Person,AM,Autumn,Sunset,6
23387,2016,10,1,Offence Against a Person,AM,Autumn,Victoria-Fraserview,3
23388,2016,10,1,Offence Against a Person,AM,Autumn,West End,36
23389,2016,10,1,Offence Against a Person,AM,Autumn,West Point Grey,1
23390,2016,10,1,Other Theft,AM,Autumn,Arbutus Ridge,2
23391,2016,10,1,Other Theft,AM,Autumn,Central Business District,132
23392,2016,10,1,Other Theft,AM,Autumn,Dunbar-Southlands,2
23393,2016,10,1,Other Theft,AM,Autumn,Fairview,14
23394,2016,10,1,Other Theft,AM,Autumn,Grandview-Woodland,10
23395,2016,10,1,Other Theft,AM,Autumn,Hastings-Sunrise,5
23396,2016,10,1,Other Theft,AM,Autumn,Kensington-Cedar Cottage,8
23397,2016,10,1,Other Theft,AM,Autumn,Kerrisdale,3
23398,2016,10,1,Other Theft,AM,Autumn,Killarney,3
23399,2016,10,1,Other Theft,AM,Autumn,Kitsilano,10
23400,2016,10,1,Other Theft,AM,Autumn,Marpole,8
23401,2016,10,1,Other Theft,AM,Autumn,Mount Pleasant,24
23402,2016,10,1,Other Theft,AM,Autumn,Oakridge,3
23403,2016,10,1,Other Theft,AM,Autumn,Renfrew-Collingwood,13
23404,2016,10,1,Other Theft,AM,Autumn,Riley Park,3
23405,2016,10,1,Other Theft,AM,Autumn,Shaughnessy,1
23406,2016,10,1,Other Theft,AM,Autumn,Strathcona,26
23407,2016,10,1,Other Theft,AM,Autumn,Sunset,6
23408,2016,10,1,Other Theft,AM,Autumn,Victoria-Fraserview,9
23409,2016,10,1,Other Theft,AM,Autumn,West End,24
23410,2016,10,1,Other Theft,AM,Autumn,West Point Grey,3
23411,2016,10,1,Other Theft,PM,Autumn,Arbutus Ridge,6
23412,2016,10,1,Other Theft,PM,Autumn,Central Business District,271
23413,2016,10,1,Other Theft,PM,Autumn,Dunbar-Southlands,5
23414,2016,10,1,Other Theft,PM,Autumn,Fairview,44
23415,2016,10,1,Other Theft,PM,Autumn,Grandview-Woodland,58
23416,2016,10,1,Other Theft,PM,Autumn,Hastings-Sunrise,19
23417,2016,10,1,Other Theft,PM,Autumn,Kensington-Cedar Cottage,29
23418,2016,10,1,Other Theft,PM,Autumn,Kerrisdale,1
23419,2016,10,1,Other Theft,PM,Autumn,Killarney,6
23420,2016,10,1,Other Theft,PM,Autumn,Kitsilano,29
23421,2016,10,1,Other Theft,PM,Autumn,Marpole,14
23422,2016,10,1,Other Theft,PM,Autumn,Mount Pleasant,47
23423,2016,10,1,Other Theft,PM,Autumn,Musqueam,1
23424,2016,10,1,Other Theft,PM,Autumn,Oakridge,11
23425,2016,10,1,Other Theft,PM,Autumn,Renfrew-Collingwood,51
23426,2016,10,1,Other Theft,PM,Autumn,Riley Park,9
23427,2016,10,1,Other Theft,PM,Autumn,Shaughnessy,3
23428,2016,10,1,Other Theft,PM,Autumn,South Cambie,10
23429,2016,10,1,Other Theft,PM,Autumn,Strathcona,33
23430,2016,10,1,Other Theft,PM,Autumn,Sunset,24
23431,2016,10,1,Other Theft,PM,Autumn,Victoria-Fraserview,11
23432,2016,10,1,Other Theft,PM,Autumn,West End,89
23433,2016,10,1,Other Theft,PM,Autumn,West Point Grey,5
23434,2016,10,1,Theft from Vehicle,AM,Autumn,Central Business District,114
23435,2016,10,1,Theft from Vehicle,AM,Autumn,Dunbar-Southlands,3
23436,2016,10,1,Theft from Vehicle,AM,Autumn,Fairview,14
23437,2016,10,1,Theft from Vehicle,AM,Autumn,Grandview-Woodland,11
23438,2016,10,1,Theft from Vehicle,AM,Autumn,Hastings-Sunrise,18
23439,2016,10,1,Theft from Vehicle,AM,Autumn,Kensington-Cedar Cottage,15
23440,2016,10,1,Theft from Vehicle,AM,Autumn,Kerrisdale,4
23441,2016,10,1,Theft from Vehicle,AM,Autumn,Killarney,1
23442,2016,10,1,Theft from Vehicle,AM,Autumn,Kitsilano,11
23443,2016,10,1,Theft from Vehicle,AM,Autumn,Marpole,5
23444,2016,10,1,Theft from Vehicle,AM,Autumn,Mount Pleasant,22
23445,2016,10,1,Theft from Vehicle,AM,Autumn,Oakridge,2
23446,2016,10,1,Theft from Vehicle,AM,Autumn,Renfrew-Collingwood,9
23447,2016,10,1,Theft from Vehicle,AM,Autumn,Riley Park,8
23448,2016,10,1,Theft from Vehicle,AM,Autumn,Shaughnessy,2
23449,2016,10,1,Theft from Vehicle,AM,Autumn,South Cambie,3
23450,2016,10,1,Theft from Vehicle,AM,Autumn,Strathcona,23
23451,2016,10,1,Theft from Vehicle,AM,Autumn,Sunset,10
23452,2016,10,1,Theft from Vehicle,AM,Autumn,Victoria-Fraserview,6
23453,2016,10,1,Theft from Vehicle,AM,Autumn,West End,29
23454,2016,10,1,Theft from Vehicle,AM,Autumn,West Point Grey,3
23455,2016,10,1,Theft from Vehicle,PM,Autumn,Arbutus Ridge,7
23456,2016,10,1,Theft from Vehicle,PM,Autumn,Central Business District,262
23457,2016,10,1,Theft from Vehicle,PM,Autumn,Dunbar-Southlands,6
23458,2016,10,1,Theft from Vehicle,PM,Autumn,Fairview,20
23459,2016,10,1,Theft from Vehicle,PM,Autumn,Grandview-Woodland,50
23460,2016,10,1,Theft from Vehicle,PM,Autumn,Hastings-Sunrise,33
23461,2016,10,1,Theft from Vehicle,PM,Autumn,Kensington-Cedar Cottage,41
23462,2016,10,1,Theft from Vehicle,PM,Autumn,Kerrisdale,13
23463,2016,10,1,Theft from Vehicle,PM,Autumn,Killarney,11
23464,2016,10,1,Theft from Vehicle,PM,Autumn,Kitsilano,41
23465,2016,10,1,Theft from Vehicle,PM,Autumn,Marpole,17
23466,2016,10,1,Theft from Vehicle,PM,Autumn,Mount Pleasant,51
23467,2016,10,1,Theft from Vehicle,PM,Autumn,Oakridge,7
23468,2016,10,1,Theft from Vehicle,PM,Autumn,Renfrew-Collingwood,42
23469,2016,10,1,Theft from Vehicle,PM,Autumn,Riley Park,20
23470,2016,10,1,Theft from Vehicle,PM,Autumn,Shaughnessy,10
23471,2016,10,1,Theft from Vehicle,PM,Autumn,South Cambie,4
23472,2016,10,1,Theft from Vehicle,PM,Autumn,Stanley Park,2
23473,2016,10,1,Theft from Vehicle,PM,Autumn,Strathcona,50
23474,2016,10,1,Theft from Vehicle,PM,Autumn,Sunset,19
23475,2016,10,1,Theft from Vehicle,PM,Autumn,Victoria-Fraserview,17
23476,2016,10,1,Theft from Vehicle,PM,Autumn,West End,47
23477,2016,10,1,Theft from Vehicle,PM,Autumn,West Point Grey,8
23478,2016,10,1,Theft of Bicycle,AM,Autumn,Arbutus Ridge,3
23479,2016,10,1,Theft of Bicycle,AM,Autumn,Central Business District,11
23480,2016,10,1,Theft of Bicycle,AM,Autumn,Fairview,2
23481,2016,10,1,Theft of Bicycle,AM,Autumn,Grandview-Woodland,2
23482,2016,10,1,Theft of Bicycle,AM,Autumn,Hastings-Sunrise,1
23483,2016,10,1,Theft of Bicycle,AM,Autumn,Kensington-Cedar Cottage,3
23484,2016,10,1,Theft of Bicycle,AM,Autumn,Kitsilano,3
23485,2016,10,1,Theft of Bicycle,AM,Autumn,Mount Pleasant,6
23486,2016,10,1,Theft of Bicycle,AM,Autumn,Oakridge,3
23487,2016,10,1,Theft of Bicycle,AM,Autumn,Renfrew-Collingwood,4
23488,2016,10,1,Theft of Bicycle,AM,Autumn,Riley Park,2
23489,2016,10,1,Theft of Bicycle,AM,Autumn,South Cambie,2
23490,2016,10,1,Theft of Bicycle,AM,Autumn,Strathcona,1
23491,2016,10,1,Theft of Bicycle,AM,Autumn,Sunset,1
23492,2016,10,1,Theft of Bicycle,AM,Autumn,Victoria-Fraserview,1
23493,2016,10,1,Theft of Bicycle,AM,Autumn,West End,3
23494,2016,10,1,Theft of Bicycle,AM,Autumn,West Point Grey,1
23495,2016,10,1,Theft of Bicycle,PM,Autumn,Central Business District,34
23496,2016,10,1,Theft of Bicycle,PM,Autumn,Dunbar-Southlands,1
23497,2016,10,1,Theft of Bicycle,PM,Autumn,Fairview,8
23498,2016,10,1,Theft of Bicycle,PM,Autumn,Grandview-Woodland,11
23499,2016,10,1,Theft of Bicycle,PM,Autumn,Hastings-Sunrise,1
23500,2016,10,1,Theft of Bicycle,PM,Autumn,Kensington-Cedar Cottage,4
23501,2016,10,1,Theft of Bicycle,PM,Autumn,Kerrisdale,1
23502,2016,10,1,Theft of Bicycle,PM,Autumn,Killarney,2
23503,2016,10,1,Theft of Bicycle,PM,Autumn,Kitsilano,6
23504,2016,10,1,Theft of Bicycle,PM,Autumn,Marpole,2
23505,2016,10,1,Theft of Bicycle,PM,Autumn,Mount Pleasant,16
23506,2016,10,1,Theft of Bicycle,PM,Autumn,Oakridge,2
23507,2016,10,1,Theft of Bicycle,PM,Autumn,Renfrew-Collingwood,7
23508,2016,10,1,Theft of Bicycle,PM,Autumn,Riley Park,10
23509,2016,10,1,Theft of Bicycle,PM,Autumn,Strathcona,6
23510,2016,10,1,Theft of Bicycle,PM,Autumn,West End,10
23511,2016,10,1,Theft of Bicycle,PM,Autumn,West Point Grey,2
23512,2016,10,1,Theft of Vehicle,AM,Autumn,Central Business District,8
23513,2016,10,1,Theft of Vehicle,AM,Autumn,Fairview,1
23514,2016,10,1,Theft of Vehicle,AM,Autumn,Grandview-Woodland,1
23515,2016,10,1,Theft of Vehicle,AM,Autumn,Hastings-Sunrise,1
23516,2016,10,1,Theft of Vehicle,AM,Autumn,Killarney,1
23517,2016,10,1,Theft of Vehicle,AM,Autumn,Kitsilano,3
23518,2016,10,1,Theft of Vehicle,AM,Autumn,Mount Pleasant,1
23519,2016,10,1,Theft of Vehicle,AM,Autumn,Renfrew-Collingwood,2
23520,2016,10,1,Theft of Vehicle,AM,Autumn,Riley Park,1
23521,2016,10,1,Theft of Vehicle,AM,Autumn,South Cambie,1
23522,2016,10,1,Theft of Vehicle,AM,Autumn,Strathcona,6
23523,2016,10,1,Theft of Vehicle,AM,Autumn,Sunset,1
23524,2016,10,1,Theft of Vehicle,AM,Autumn,Victoria-Fraserview,2
23525,2016,10,1,Theft of Vehicle,AM,Autumn,West End,2
23526,2016,10,1,Theft of Vehicle,PM,Autumn,Central Business District,13
23527,2016,10,1,Theft of Vehicle,PM,Autumn,Fairview,2
23528,2016,10,1,Theft of Vehicle,PM,Autumn,Grandview-Woodland,3
23529,2016,10,1,Theft of Vehicle,PM,Autumn,Hastings-Sunrise,6
23530,2016,10,1,Theft of Vehicle,PM,Autumn,Kensington-Cedar Cottage,12
23531,2016,10,1,Theft of Vehicle,PM,Autumn,Killarney,2
23532,2016,10,1,Theft of Vehicle,PM,Autumn,Kitsilano,2
23533,2016,10,1,Theft of Vehicle,PM,Autumn,Marpole,1
23534,2016,10,1,Theft of Vehicle,PM,Autumn,Mount Pleasant,12
23535,2016,10,1,Theft of Vehicle,PM,Autumn,Musqueam,1
23536,2016,10,1,Theft of Vehicle,PM,Autumn,Oakridge,1
23537,2016,10,1,Theft of Vehicle,PM,Autumn,Renfrew-Collingwood,10
23538,2016,10,1,Theft of Vehicle,PM,Autumn,Riley Park,3
23539,2016,10,1,Theft of Vehicle,PM,Autumn,Shaughnessy,1
23540,2016,10,1,Theft of Vehicle,PM,Autumn,Strathcona,9
23541,2016,10,1,Theft of Vehicle,PM,Autumn,Sunset,9
23542,2016,10,1,Theft of Vehicle,PM,Autumn,Victoria-Fraserview,4
23543,2016,10,1,Theft of Vehicle,PM,Autumn,West End,11
23544,2016,10,1,Theft of Vehicle,PM,Autumn,West Point Grey,1
23545,2016,10,1,Vehicle Collision or Pedestrian Struck (with Fatality),AM,Autumn,Hastings-Sunrise,1
23546,2016,10,1,Vehicle Collision or Pedestrian Struck (with Fatality),PM,Autumn,Kerrisdale,1
23547,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Central Business District,3
23548,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Dunbar-Southlands,2
23549,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Grandview-Woodland,3
23550,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Hastings-Sunrise,6
23551,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Kensington-Cedar Cottage,4
23552,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Kerrisdale,1
23553,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Marpole,2
23554,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Mount Pleasant,4
23555,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Renfrew-Collingwood,3
23556,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Riley Park,1
23557,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Shaughnessy,1
23558,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,South Cambie,1
23559,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Strathcona,1
23560,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Sunset,3
23561,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,Victoria-Fraserview,1
23562,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),AM,Autumn,West End,1
23563,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Arbutus Ridge,3
23564,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Central Business District,9
23565,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Dunbar-Southlands,2
23566,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Fairview,5
23567,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Grandview-Woodland,5
23568,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Hastings-Sunrise,5
23569,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Kensington-Cedar Cottage,3
23570,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Kerrisdale,1
23571,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Killarney,1
23572,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Kitsilano,5
23573,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Marpole,4
23574,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Mount Pleasant,6
23575,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Oakridge,1
23576,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Renfrew-Collingwood,4
23577,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Riley Park,6
23578,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Shaughnessy,4
23579,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Stanley Park,1
23580,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Strathcona,4
23581,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Sunset,5
23582,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,Victoria-Fraserview,4
23583,2016,10,1,Vehicle Collision or Pedestrian Struck (with Injury),PM,Autumn,West End,4
23584,2016,11,1,Break and Enter Commercial,AM,Autumn,Arbutus Ridge,1
23585,2016,11,1,Break and Enter Commercial,AM,Autumn,Central Business District,43
23586,2016,11,1,Break and Enter Commercial,AM,Autumn,Fairview,10
23587,2016,11,1,Break and Enter Commercial,AM,Autumn,Grandview-Woodland,7
23588,2016,11,1,Break and Enter Commercial,AM,Autumn,Hastings-Sunrise,5
23589,2016,11,1,Break and Enter Commercial,AM,Autumn,Kensington-Cedar Cottage,2
23590,2016,11,1,Break and Enter Commercial,AM,Autumn,Kerrisdale,1
23591,2016,11,1,Break and Enter Commercial,AM,Autumn,Killarney,2
23592,2016,11,1,Break and Enter Commercial,AM,Autumn,Kitsilano,3
23593,2016,11,1,Break and Enter Commercial,AM,Autumn,Marpole,4
23594,2016,11,1,Break and Enter Commercial,AM,Autumn,Mount Pleasant,19
23595,2016,11,1,Break and Enter Commercial,AM,Autumn,Oakridge,1
23596,2016,11,1,Break and Enter Commercial,AM,Autumn,Renfrew-Collingwood,2
23597,2016,11,1,Break and Enter Commercial,AM,Autumn,Riley Park,5
23598,2016,11,1,Break and Enter Commercial,AM,Autumn,Shaughnessy,1
23599,2016,11,1,Break and Enter Commercial,AM,Autumn,South Cambie,3
23600,2016,11,1,Break and Enter Commercial,AM,Autumn,Strathcona,12
23601,2016,11,1,Break and Enter Commercial,AM,Autumn,Sunset,3
23602,2016,11,1,Break and Enter Commercial,AM,Autumn,West End,21
23603,2016,11,1,Break and Enter Commercial,AM,Autumn,West Point Grey,4
23604,2016,11,1,Break and Enter Commercial,PM,Autumn,Arbutus Ridge,2
23605,2016,11,1,Break and Enter Commercial,PM,Autumn,Central Business District,19
23606,2016,11,1,Break and Enter Commercial,PM,Autumn,Dunbar-Southlands,2
23607,2016,11,1,Break and Enter Commercial,PM,Autumn,Fairview,9
23608,2016,11,1,Break and Enter Commercial,PM,Autumn,Grandview-Woodland,4
23609,2016,11,1,Break and Enter Commercial,PM,Autumn,Hastings-Sunrise,1
23610,2016,11,1,Break and Enter Commercial,PM,Autumn,Kensington-Cedar Cottage,3
23611,2016,11,1,Break and Enter Commercial,PM,Autumn,Kitsilano,2
23612,2016,11,1,Break and Enter Commercial,PM,Autumn,Marpole,5
23613,2016,11,1,Break and Enter Commercial,PM,Autumn,Mount Pleasant,14
23614,2016,11,1,Break and Enter Commercial,PM,Autumn,Oakridge,2
23615,2016,11,1,Break and Enter Commercial,PM,Autumn,Renfrew-Collingwood,2
23616,2016,11,1,Break and Enter Commercial,PM,Autumn,Riley Park,1
23617,2016,11,1,Break and Enter Commercial,PM,Autumn,Shaughnessy,1
23618,2016,11,1,Break and Enter Commercial,PM,Autumn,Strathcona,7
23619,2016,11,1,Break and Enter Commercial,PM,Autumn,Sunset,1
23620,2016,11,1,Break and Enter Commercial,PM,Autumn,West End,4
23621,2016,11,1,Break and Enter Commercial,PM,Autumn,West Point Grey,2
23622,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Arbutus Ridge,3
23623,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Central Business District,7
23624,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Dunbar-Southlands,7
23625,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Fairview,6
23626,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Grandview-Woodland,7
23627,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Hastings-Sunrise,7
23628,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Kensington-Cedar Cottage,15
23629,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Kerrisdale,6
23630,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Killarney,7
23631,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Kitsilano,6
23632,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Marpole,2
23633,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Mount Pleasant,8
23634,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Oakridge,1
23635,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Renfrew-Collingwood,19
23636,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Riley Park,4
23637,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Shaughnessy,4
23638,2016,11,1,Break and Enter Residential/Other,AM,Autumn,South Cambie,4
23639,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Strathcona,1
23640,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Sunset,4
23641,2016,11,1,Break and Enter Residential/Other,AM,Autumn,Victoria-Fraserview,8
23642,2016,11,1,Break and Enter Residential/Other,AM,Autumn,West End,1
23643,2016,11,1,Break and Enter Residential/Other,AM,Autumn,West Point Grey,2
23644,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Central Business District,3
23645,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Dunbar-Southlands,4
23646,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Fairview,6
23647,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Grandview-Woodland,7
23648,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Hastings-Sunrise,9
23649,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Kensington-Cedar Cottage,16
23650,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Kerrisdale,6
23651,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Killarney,10
23652,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Kitsilano,7
23653,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Marpole,10
23654,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Mount Pleasant,5
23655,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Oakridge,3
23656,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Renfrew-Collingwood,7
23657,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Riley Park,9
23658,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Shaughnessy,12
23659,2016,11,1,Break and Enter Residential/Other,PM,Autumn,South Cambie,2
23660,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Strathcona,3
23661,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Sunset,4
23662,2016,11,1,Break and Enter Residential/Other,PM,Autumn,Victoria-Fraserview,9
23663,2016,11,1,Break and Enter Residential/Other,PM,Autumn,West End,2
23664,2016,11,1,Break and Enter Residential/Other,PM,Autumn,West Point Grey,6
23665,2016,11,1,Homicide,AM,Autumn,Central Business District,1
23666,2016,11,1,Mischief,AM,Autumn,Arbutus Ridge,1
23667,2016,11,1,Mischief,AM,Autumn,Central Business District,52
23668,2016,11,1,Mischief,AM,Autumn,Fairview,9
23669,2016,11,1,Mischief,AM,Autumn,Grandview-Woodland,9
23670,2016,11,1,Mischief,AM,Autumn,Hastings-Sunrise,4
23671,2016,11,1,Mischief,AM,Autumn,Kensington-Cedar Cottage,10
23672,2016,11,1,Mischief,AM,Autumn,Kerrisdale,2
23673,2016,11,1,Mischief,AM,Autumn,Killarney,2
23674,2016,11,1,Mischief,AM,Autumn,Kitsilano,5
23675,2016,11,1,Mischief,AM,Autumn,Marpole,3
23676,2016,11,1,Mischief,AM,Autumn,Mount Pleasant,5
23677,2016,11,1,Mischief,AM,Autumn,Oakridge,3
